,id,utm_x,utm_y,longitud,latitud
874,9965,441049,4477283,-3.69513596535713,40.4441063795954
875,9963,441050,4477416,-3.69513809682151,40.4453086802209
876,9964,441043,4477417,-3.69521870419916,40.4453152735009
877,9967,441065,4477347,-3.69496208422109,40.4446893305353
878,4465,441308,4476954,-3.69206133597337,40.4411681056931
879,4466,441320,4476978,-3.69191190517074,40.4413846010238
880,4467,441320,4476931,-3.69191771434434,40.4409599890209
881,4468,441279,4476967,-3.69240448252718,40.4412799685849
882,4469,441344,4476873,-3.69162897118194,40.4404373707206
883,3715,438986,4476611,-3.71940109627801,40.4379050958099
884,3716,438961,4476609,-3.71968921136638,40.4378880645109
885,3717,439109,4476535,-3.71793789937209,40.4372348190006
886,4470,439099,4476932,-3.71810378630919,40.4408065264998
887,4471,439217,4476818,-3.71669801451541,40.4397920851183
888,3468,439286,4476890,-3.7158881132926,40.4404431003984
889,3469,439456,4477026,-3.71389974862777,40.4416838753425
890,6979,439612,4477162,-3.7120744509757,40.4429194051544
891,4473,439577,4477220,-3.71249454794486,40.4434361606907
892,10985,439658,4477216,-3.71153876670904,40.4434083255119
893,3395,439824,4477151,-3.70956972372045,40.4428359488877
894,3396,439245,4476756,-3.71635987767334,40.4392364275759
895,3397,439448,4476731,-3.71396616510212,40.439020177168
896,4475,439550,4476825,-3.71277567820613,40.4398739470645
897,7019,439676,4476804,-3.71128259498894,40.4396974393427
898,9961,438985,4476617,-3.71941791862894,40.4379645892444
899,9962,439009,4476781,-3.71914997251939,40.4394375454688
900,10216,439066,4476948,-3.71849533622663,40.4409522940226
901,4476,439280,4477787,-3.71604348135276,40.4485234121644
902,4477,439197,4477737,-3.71702006798012,40.4480699886913
903,10560,439588,4477149,-3.71235018924231,40.4427952400717
904,3409,436004,4472588,-3.75415167127064,40.4014472664221
905,4739,436039,4472395,-3.75371940863616,40.399707542622
906,4740,436730,4472484,-3.74558240201686,40.4005603189776
907,4741,436896,4472512,-3.74363513828368,40.4008294421622
908,4742,436810,4472410,-3.7446378464119,40.3999018985193
909,4743,436817,4472417,-3.74455421598405,40.3999664787737
910,4744,436848,4472226,-3.74417160377528,40.3982440702415
911,4757,437008,4471492,-3.74221471890486,40.3916475402584
912,4746,436869,4472053,-3.74390438970892,40.3966856322252
913,4747,436976,4471942,-3.74263878825345,40.3956938805978
914,4748,436785,4471871,-3.74487771813298,40.395046711985
915,4749,436949,4471825,-3.74294637393728,40.3946424083461
916,4750,437072,4471688,-3.74147894180162,40.3934170406371
917,4751,437208,4471728,-3.73988224787372,40.3937902115004
918,3566,437217,4471732,-3.7397716611665,40.3938255399006
919,3567,437165,4471604,-3.7403771910439,40.3926678088172
920,3568,437070,4471588,-3.74148706689909,40.3925142536022
921,4752,437060,4471583,-3.74161129478713,40.3924672882741
922,10977,436040,4472399,-3.75370398950704,40.3997392978914
923,4754,437346,4471907,-3.73827273329776,40.3954090765466
924,10978,436731,4472480,-3.74557413337625,40.4005257027911
925,10979,436895,4472517,-3.74364544387094,40.4008700748664
926,4758,436944,4471441,-3.74296214259762,40.3911796387159
927,4759,436801,4472578,-3.74475612068548,40.4014137951929
928,4760,436758,4472875,-3.74529872014104,40.4040855537187
929,4761,436765,4473039,-3.74522915113905,40.4055617823685
930,4762,436659,4472903,-3.74646769289063,40.4043326844371
931,4763,436449,4472837,-3.74893733584795,40.4037233369279
932,4764,436629,4472952,-3.74682145461057,40.4047723895778
933,4766,436249,4472915,-3.75129717844129,40.4044047575934
934,4767,436362,4472886,-3.74996615515763,40.4041504552016
935,4768,436368,4472884,-3.74989587428851,40.4041379478012
936,4769,436248,4472822,-3.75129894841573,40.4035668073408
937,4771,436059,4473083,-3.75355179442439,40.4059080828777
938,10226,436124,4472975,-3.75277513561092,40.4049399291117
939,10225,436118,4472976,-3.75285096143932,40.4049475428135
940,10228,436028,4472977,-3.75390476435714,40.4049489244081
941,4755,436561,4471933,-3.74752211950993,40.3955824504577
942,4745,436806,4472312,-3.74467786447116,40.3990199415712
943,4753,437322,4471808,-3.73855092873467,40.3945156678614
944,4756,437425,4471994,-3.73734803755121,40.3962003043774
945,10236,436067,4473064,-3.75346273199658,40.4057377487275
946,10237,436087,4473036,-3.75321475935908,40.4054825780677
947,4770,436105,4472993,-3.75300182574931,40.4051000842129
948,10227,436076,4473004,-3.75334332579786,40.4051921959326
949,4772,436093,4473056,-3.75315402344338,40.405669768551
950,4765,436552,4472930,-3.74772764818508,40.4045669646272
951,4802,440833,4470283,-3.69704122281607,40.3810326230251
952,4803,440758,4470520,-3.69793682661196,40.383163145761
953,4794,440765,4470422,-3.69784850757031,40.3822797631863
954,4808,441131,4467918,-3.69330960124943,40.3597474086978
955,4809,441131,4467702,-3.69328199418675,40.3578018942593
956,4810,441147,4466861,-3.69301850249306,40.3502343788743
957,4811,440921,4466939,-3.69569066994225,40.3509214639684
958,4812,440778,4466856,-3.69736633036183,40.3501634874366
959,4813,440660,4466878,-3.6987552156636,40.3503519887181
960,4818,440541,4466724,-3.70014623770541,40.3489489797509
961,4819,440495,4466801,-3.7006922204922,40.3496419766259
962,10568,441140,4467280,-3.69313733118142,40.3540037638902
963,10569,441149,4467372,-3.69304443702832,40.3548369794363
964,4822,441089,4468245,-3.69383123352624,40.3626938725607
965,4823,441101,4468276,-3.69369093047796,40.362974379754
966,3569,441253,4468453,-3.69191812447818,40.364575658043
967,4824,440964,4468426,-3.69532284422419,40.3643130290792
968,4825,441071,4468787,-3.6940923346877,40.3675734762482
969,4826,441056,4468812,-3.6942758385642,40.367801639388
970,4827,440974,4468964,-3.69524887475296,40.3691604446375
971,4828,441018,4468043,-3.69465457364732,40.3608731086915
972,4829,441054,4469025,-3.69431355518414,40.3697196193277
973,3802,441040,4469035,-3.6944785238246,40.3698054186169
974,3803,441014,4469323,-3.69480994300588,40.3724008458664
975,4830,440971,4468726,-3.69527030199125,40.3670209220955
976,4831,441131,4468430,-3.69335575858049,40.3643605349232
977,4832,441217,4467060,-3.69222086544903,40.3520277472502
978,4833,441535,4467255,-3.68848873529322,40.353805420867
979,4834,441547,4467360,-3.68835706025351,40.3547578442805
980,4835,441454,4467369,-3.68945503950926,40.3548305461589
981,4836,441395,4467200,-3.69013830855458,40.353303070966
982,4837,441152,4468878,-3.69315034729006,40.3683985716294
983,10873,441108,4467547,-3.69354184905302,40.3564095177955
984,10286,440982,4467557,-3.69502662115909,40.3564928435309
985,10288,440870,4467549,-3.69634984219725,40.3564046873243
986,10287,440861,4467552,-3.69645373732257,40.3564388419735
987,10289,440807,4467572,-3.69709103926684,40.356614792397
988,10492,440903,4467630,-3.69596202287095,40.3571408136816
989,10493,440907,4467634,-3.69592444791384,40.3571739978329
990,10494,440946,4467489,-3.69544109069109,40.3558764742252
991,10863,441061,4468660,-3.69419461695734,40.3664280313206
992,10864,441076,4468615,-3.69401662352658,40.3660293326228
993,10871,441136,4466910,-3.69315929943706,40.3506741042449
994,10858,441139,4466497,-3.69308307417985,40.3469494028331
995,10859,441272,4466411,-3.69151234415295,40.3461870641829
996,10860,441048,4466346,-3.69414208932909,40.3455849095876
997,10861,441156,4466225,-3.69285886088873,40.3445053024267
998,10877,441282,4467023,-3.69145195938781,40.3516972107215
999,10876,440971,4466937,-3.69510074286215,40.3509007140856
1000,10906,441128,4469194,-3.69345783319248,40.3712474859185
1001,10284,441015,4469148,-3.69478771134684,40.370823573128
1002,10285,441025,4469137,-3.69466749698075,40.370721660374
1003,10872,441157,4466929,-3.6929098972437,40.3508442018274
1004,4817,440660,4466790,-3.69874644540372,40.3495584005332
1005,4838,441212,4466834,-3.69225776855242,40.3499943823034
1006,4820,441132,4468111,-3.69331913590458,40.361490644127
1007,4821,441089,4468054,-3.69381586204324,40.3609721252266
1008,4839,440273,4466858,-3.70331506971298,40.3501453209815
1009,4840,440178,4466754,-3.70442200147425,40.3491978069098
1010,4841,440000,4466903,-3.70653516597483,40.3505292150813
1011,3623,440030,4466684,-3.7061603240417,40.3485567948678
1012,3624,439956,4466395,-3.707003680318,40.3459461592173
1013,4842,439979,4466278,-3.70671675786989,40.3448972775409
1014,6825,440012,4466493,-3.70635589940999,40.3468365621034
1015,11044,440107,4467188,-3.70530347231527,40.35310437538
1016,11039,440114,4466980,-3.70519703304357,40.3512321114011
1017,11042,440108,4467226,-3.70528667287606,40.3534405442862
1018,11043,440078,4467277,-3.70564756661112,40.3539008283572
1019,11045,440136,4467352,-3.70497193684382,40.354583798159
1020,10401,440177,4467468,-3.70450123636983,40.3556289891821
1021,7001,439076,4466180,-3.71734262949475,40.3439480337749
1022,4845,439107,4466103,-3.71697486171503,40.3432598554331
1023,4846,439035,4465998,-3.71780847967965,40.3423080389425
1024,4847,439148,4466363,-3.71650700343051,40.3456034870702
1025,4848,439208,4466543,-3.71582387623269,40.3472297878677
1026,4849,440129,4466936,-3.70501388880108,40.3508307479207
1027,4850,440072,4466824,-3.70568082004365,40.3498194884985
1028,4851,440089,4466853,-3.70547565039366,40.3500837912696
1029,4852,439938,4466788,-3.70725287200066,40.3494890650788
1030,4853,440343,4466574,-3.70245811178793,40.3475882426286
1031,4854,440299,4466529,-3.70297470712027,40.3471783183588
1032,4855,440296,4466527,-3.70300669190498,40.347163171029
1033,4856,440235,4466557,-3.70372903662886,40.3474245266061
1034,7000,439034,4466087,-3.71782680757819,40.3431094298635
1035,4843,439050,4466068,-3.71763208520195,40.3429365224432
1036,11041,440080,4467136,-3.70561311262012,40.35263533976
1037,11040,440076,4467069,-3.70565621306728,40.3520302845839
1038,10514,433813,4478653,-3.78059831915951,40.4559087474135
1039,10522,433878,4478769,-3.77985258193231,40.4569577997777
1040,10520,433875,4478698,-3.77987116898586,40.4563140138964
1041,10521,433794,4478724,-3.78083231838084,40.4565488089161
1042,4860,433878,4479163,-3.77988339638826,40.4605073530359
1043,10519,433578,4478252,-3.78333011104187,40.452278064923
1044,10517,433658,4478347,-3.78240340967255,40.4531424327007
1045,10518,433667,4478238,-3.78227895048964,40.4521542617958
1046,10516,434654,4478154,-3.77063289630504,40.4514761164892
1047,10515,434455,4478145,-3.77297464043575,40.4513816364305
1048,10513,433339,4479042,-3.78622956331067,40.4593709534877
1049,4876,433914,4478373,-3.77938086430167,40.4533944169411
1050,4869,433866,4478467,-3.7799590391489,40.454236290517
1051,4870,433836,4478395,-3.78030556540326,40.4535863775466
1052,4871,433967,4478400,-3.77875993594862,40.4536421787361
1053,5220,433346,4478689,-3.78610891091709,40.4561964806894
1054,4882,433596,4478649,-3.78316472667964,40.4558560301609
1055,4883,433406,4478537,-3.78538820476408,40.4548309987026
1056,4885,433457,4479019,-3.78484229034968,40.459172324863
1057,4886,433442,4479004,-3.78501345794641,40.4590357961646
1058,4887,433420,4479004,-3.78527120550016,40.4590415885237
1059,4888,433517,4479074,-3.78413978184764,40.4596791296339
1060,4889,433905,4479043,-3.77955793567323,40.4594249690838
1061,3625,434031,4479100,-3.77808302141382,40.4599547097415
1062,3626,433948,4478974,-3.77904696211401,40.4588082366233
1063,3627,433945,4478965,-3.77908111278272,40.4587297581892
1064,4890,434040,4479102,-3.7779699349386,40.4599700234613
1065,4858,434564,4478137,-3.77169082343458,40.4513166790201
1066,5203,434542,4478165,-3.77195111952211,40.4515679209171
1067,4861,433846,4479186,-3.78026648931178,40.4607069639395
1068,4859,433855,4479156,-3.78015843746783,40.4604377590971
1069,4867,432982,4478863,-3.79042149995406,40.4577340077876
1070,4868,432750,4478580,-3.79313089694384,40.4551644000245
1071,3419,434064,4477952,-3.77756506750291,40.4496091415263
1072,4891,434089,4477960,-3.77726983697428,40.449685772377
1073,5404,438197,4479049,-3.72893619014859,40.4598090791052
1074,5405,438076,4478701,-3.73033010971684,40.4566677478721
1075,5406,438420,4477790,-3.72618648454731,40.4484846548601
1076,5407,438287,4477631,-3.72774004397731,40.4470416293266
1077,5408,438146,4477746,-3.72941340628835,40.4480721524657
1078,5409,438325,4477506,-3.72727967071606,40.4459212004805
1079,9930,438153,4478925,-3.72944257531727,40.4586874601234
1080,9932,438140,4478936,-3.72959911180349,40.458785413657
1081,9931,438330,4479120,-3.72737987955177,40.4604609211755
1082,9929,438317,4479108,-3.7275352532452,40.460355533172
1083,9907,438001,4478596,-3.7312038080672,40.4557133232277
1084,5410,438132,4478716,-3.72967083320944,40.4568060777444
1085,9909,438038,4478644,-3.73077321269337,40.45614945233
1086,9908,438164,4478563,-3.72928268957107,40.4554335275243
1087,9926,438161,4477984,-3.72926375075555,40.4502195935303
1088,9928,438331,4477846,-3.72724592355188,40.4489807008339
1089,10011,438498,4477794,-3.72526450922745,40.4485331966237
1090,9933,438592,4477733,-3.72415415375355,40.4479829420791
1091,9934,438600,4477729,-3.72405407933216,40.4479548741556
1092,9917,438041,4477656,-3.73064263148254,40.4472535639758
1093,9920,438038,4477646,-3.73067681923979,40.4471610152263
1094,5412,438263,4477746,-3.72803876384038,40.4480769296158
1095,10986,438859,4474735,-3.72071740137786,40.4209993754565
1096,4479,438588,4475011,-3.7239428044585,40.4234660499047
1097,3437,438536,4475083,-3.72455698746103,40.4241102776181
1098,3438,438462,4475271,-3.72545229589004,40.425797002579
1099,4480,438263,4475390,-3.72780386300086,40.4268585037376
1100,4481,438213,4475478,-3.72840653520028,40.4276407848311
1101,3675,438017,4475719,-3.73073207266916,40.4298040576187
1102,3676,437961,4475818,-3.731411224765,40.4306897579119
1103,4304,438795,4474785,-3.72147737857154,40.4214403820746
1104,4484,437829,4476018,-3.73298565351067,40.4324766132726
1105,3470,437837,4475889,-3.73287579009364,40.4313198111849
1106,4321,439056,4474665,-3.71838630642314,40.4203780600996
1107,4322,439080,4474750,-3.71811970345196,40.4211499870695
1108,4323,438899,4474444,-3.72021860322083,40.4183765919563
1109,4324,438873,4474501,-3.72052965669902,40.4188939645056
1110,3651,438862,4474457,-3.72065638261227,40.4184925111266
1111,4489,437924,4476507,-3.73190636835104,40.4368899897721
1112,4490,437972,4476379,-3.73133831005373,40.4357424284875
1113,3512,437842,4476411,-3.7328636758297,40.4360189079492
1114,4491,437874,4476687,-3.73251502807293,40.4385067931499
1115,4492,437985,4476705,-3.73120555990488,40.4386811709843
1116,7058,438319,4475109,-3.72712170276653,40.4243239557038
1117,7059,438300,4475148,-3.72735042687726,40.424676463672
1118,7073,437934,4476502,-3.73179803368493,40.4368437936578
1119,4325,439005,4473956,-3.71892686895461,40.4139939015933
1120,4326,438820,4473840,-3.72108797317956,40.4129370403292
1121,4327,438672,4473952,-3.72285104956691,40.4139331222108
1122,5116,438846,4474104,-3.72080686951624,40.4153129625507
1123,5117,439273,4473946,-3.71576360590962,40.4139249520722
1124,4328,439137,4473828,-3.71735353225902,40.4128496940775
1125,4329,439057,4473944,-3.71830810665886,40.413888879684
1126,4330,439186,4474026,-3.71679573342239,40.4146324709876
1127,10407,438813,4473841,-3.72117407503878,40.4129438097596
1128,10408,438671,4473958,-3.72285879492992,40.4139869589269
1129,4331,438848,4474086,-3.72078172367964,40.4151526299214
1130,7102,438975,4473952,-3.71927233654025,40.4139547392542
1131,10000,438123,4475626,-3.72947951201728,40.4289671603185
1132,10467,437871,4475912,-3.73247236520311,40.4315307907791
1133,4495,440185,4478676,-3.70545635785456,40.4565953139227
1134,4496,440123,4478676,-3.70618923966284,40.4565945366344
1135,4497,440065,4478684,-3.70687796628637,40.4566608916122
1136,3524,440039,4478682,-3.70718165035071,40.4566393753305
1137,4498,439842,4478726,-3.70950637554285,40.457020297787
1138,4500,439734,4478904,-3.71079991698887,40.4586210395441
1139,4501,439653,4478751,-3.71173817517625,40.4572301349295
1140,4502,439616,4478806,-3.71218087756373,40.4577242101353
1141,4503,439572,4478943,-3.7127121871042,40.4589541857254
1142,4504,439505,4478830,-3.7134883383052,40.4579328921319
1143,4505,439574,4478799,-3.71267398095655,40.4576569324089
1144,4506,439391,4478879,-3.71484725291763,40.4583696357378
1145,4507,439422,4478858,-3.7144732891527,40.4581821313268
1146,4508,439331,4478899,-3.71555500414885,40.4585402329479
1147,4509,439239,4478942,-3.71663485574428,40.4589272472225
1148,4510,439130,4478980,-3.71793282618892,40.4592611772173
1149,7114,440281,4478685,-3.70432933814207,40.4566875868737
1150,10097,440057,4479441,-3.70703684796817,40.4634778033009
1151,4511,438984,4479133,-3.7196709717703,40.4606308215287
1152,3472,439056,4479206,-3.71882550365311,40.4612890992822
1153,3473,439078,4479349,-3.71858209033716,40.4625783706033
1154,4512,438943,4479464,-3.72018168223796,40.4636073420041
1155,4513,439554,4478568,-3.71289395907004,40.4555788648702
1156,4514,439587,4478612,-3.71250795131587,40.4559749798787
1157,4515,439533,4478470,-3.71312581167922,40.4546929178098
1158,4516,439397,4478413,-3.71472991489727,40.4541702761487
1159,5142,439275,4478342,-3.71615657686876,40.4535266663037
1160,3440,439090,4478175,-3.71832619216957,40.4520030795542
1161,3514,439190,4478093,-3.7171347195546,40.4512737712965
1162,5143,439563,4478418,-3.71277169931891,40.4542294018926
1163,4517,439551,4478351,-3.71290426562129,40.4536233674508
1164,4518,439584,4478344,-3.71251269155289,40.4535664203898
1165,4519,439633,4478261,-3.71193020333765,40.4528144988526
1166,4520,439601,4478236,-3.71230251852831,40.4525906345515
1167,4521,439700,4478105,-3.7111291181328,40.4514155349472
1168,4522,439767,4478220,-3.71034458611366,40.4524637088455
1169,4523,439762,4478215,-3.71040445661619,40.4524178979075
1170,3638,439534,4478306,-3.71309988966634,40.4532214428537
1171,4524,439444,4478399,-3.71416891956435,40.4540502736154
1172,4525,439436,4478399,-3.71426421695607,40.4540439136192
1173,4526,439416,4478261,-3.71448290858131,40.4528073980458
1174,4527,439531,4478275,-3.71313495277982,40.4529410107116
1175,4528,439906,4478253,-3.70870631577242,40.4527632975809
1176,3733,439840,4478072,-3.70947317565202,40.4511298814983
1177,9960,439351,4478419,-3.71527260202389,40.4542220723405
1178,3639,439863,4479129,-3.70930184278286,40.4606521189825
1179,3734,439969,4479159,-3.70805715808667,40.4609358044487
1180,4529,439982,4479344,-3.70792032056565,40.4625979309283
1181,3735,439932,4479348,-3.70850347726333,40.4626365141069
1182,4530,439880,4479439,-3.70913347173609,40.4634482546019
1183,4531,439835,4479580,-3.70966798491174,40.4647167913687
1184,4532,439792,4479633,-3.71018027314925,40.4651907353772
1185,4533,439747,4479798,-3.71073000318783,40.4666707957907
1186,4534,439708,4479738,-3.71118752751357,40.4661335807807
1187,4535,440007,4479394,-3.70762665338513,40.4630505787054
1188,4536,440071,4479356,-3.70686873079297,40.4627141051375
1189,4537,439488,4478674,-3.71367538916545,40.4565274180994
1190,3595,439446,4478623,-3.71417193410694,40.4560643412261
1191,4538,439623,4478492,-3.71206556524109,40.4549015936656
1192,4539,439769,4478627,-3.71035949496628,40.4561256973222
1193,3767,440279,4478691,-3.70434896581793,40.4567433913028
1194,4540,439889,4478718,-3.7089581622467,40.4569504624685
1195,3708,439295,4478889,-3.71597118108744,40.4584481734669
1196,10218,440156,4478573,-3.7057925552017,40.4556674930261
1197,10219,440076,4478476,-3.70672898128702,40.4547868680136
1198,10220,440173,4478466,-3.70557881821782,40.4547062071248
1199,10221,440078,4478562,-3.70671267178153,40.4555626467102
1200,3413,439839,4477985,-3.70947683719569,40.4503433256353
1201,3412,439935,4477781,-3.70832229358804,40.4485185826744
1202,10212,439765,4477955,-3.71034597529703,40.4500721142718
1203,9914,439696,4477898,-3.71115459807246,40.4495501335168
1204,10195,439693,4478052,-3.71119918426305,40.4509448771999
1205,6983,439886,4477740,-3.70890216739658,40.4481463904042
1206,10012,438590,4479958,-3.72439338349661,40.4680252986047
1207,10153,440000,4480030,-3.70776988450559,40.4687822740471
1208,4543,439964,4479898,-3.70818109437612,40.4675885078806
1209,10154,439919,4479972,-3.70871929399442,40.4682571891734
1210,4545,439756,4480157,-3.71065517781777,40.4699099397398
1211,4546,439807,4480322,-3.71007591672326,40.4713967599911
1212,4548,439588,4480328,-3.71265120569911,40.4714331447222
1213,4549,439628,4480442,-3.71219361328428,40.4724656392755
1214,4550,439714,4480497,-3.7111918816917,40.4729685587571
1215,4551,439687,4480605,-3.71151968335281,40.4739395203613
1216,4552,439681,4480613,-3.71158787419279,40.474011064621
1217,4553,439841,4480787,-3.70971105633761,40.4755935656985
1218,4554,439730,4480416,-3.71098807261568,40.4722433868347
1219,9882,440274,4480474,-3.70457614727137,40.4728011599444
1220,4556,439594,4480884,-3.71264125105719,40.47644603765
1221,3408,439680,4480857,-3.71162240790075,40.4762087368127
1222,4557,439702,4480803,-3.71136203318915,40.4757243354542
1223,4558,440712,4480727,-3.69943054106199,40.4751105195938
1224,4559,440701,4480829,-3.69957800822366,40.4760272699348
1225,3829,440655,4480713,-3.70011182065934,40.474985551914
1226,4560,440607,4480751,-3.7006751966312,40.4753189375536
1227,4561,440571,4480868,-3.70111261694707,40.4763730602421
1228,4562,440561,4480873,-3.70122797817145,40.4764193015311
1229,3824,440494,4480966,-3.70202628466278,40.477246291731
1230,3825,440208,4480470,-3.70535174816423,40.4727592691719
1231,4563,440397,4480466,-3.70313195152711,40.4727405834941
1232,4564,440408,4480797,-3.70302431731683,40.4757157658872
1233,3596,440412,4480847,-3.70298878094559,40.476170017289
1234,4565,440428,4480943,-3.70281020066028,40.4770374449225
1235,4566,440347,4481029,-3.7037726086415,40.4778042530842
1236,4567,440223,4480890,-3.70521420542832,40.4765444344675
1237,4568,440232,4480897,-3.70511709465746,40.476605314867
1238,4569,439956,4480819,-3.70835838004552,40.4758823881637
1239,3588,439608,4480116,-3.71239706319455,40.4695310661394
1240,3589,439575,4480088,-3.71278434721533,40.4692736628222
1241,4570,439637,4480341,-3.71207483289218,40.4715542410899
1242,10165,440045,4480121,-3.70724679999843,40.4696080093922
1243,10166,440346,4480185,-3.70369894757525,40.4702016403101
1244,3737,440875,4480695,-3.69751043396375,40.4748336032002
1245,4572,440888,4480695,-3.69735842023522,40.4748359703894
1246,4573,440880,4480684,-3.69745416064644,40.4747363439001
1247,4574,440600,4480498,-3.70073367584415,40.4730430432938
1248,4575,440738,4480371,-3.69909629297111,40.4719081750772
1249,4576,440613,4480475,-3.70058557068989,40.4728364228298
1250,3738,441041,4480095,-3.69548986031239,40.4694392901465
1251,4577,440894,4480236,-3.69723755470007,40.4707020676514
1252,4578,441278,4479886,-3.69268520608576,40.4675712625659
1253,4579,441104,4480019,-3.69474351174922,40.4687623669663
1254,4580,441243,4479872,-3.69309612379032,40.4674427969967
1255,4581,441474,4479780,-3.69035835104357,40.4666350559939
1256,4582,441356,4479856,-3.69175404804728,40.4673087670876
1257,7024,440838,4480662,-3.69794078347303,40.4745344764792
1258,9915,440993,4480689,-3.69612076971783,40.4747915096168
1259,9916,440992,4480683,-3.69613251564017,40.4747319286415
1260,9919,440785,4480689,-3.69856871015637,40.4747734356828
1261,9918,440772,4480685,-3.69872557460122,40.4747342717625
1262,10809,441457,4479912,-3.6905722781141,40.4678262067344
1263,10813,440590,4480384,-3.70083873796442,40.4720084195098
1264,4585,441781,4480860,-3.68683945253448,40.4763876933192
1265,4586,441913,4480690,-3.68526356350394,40.4748656320602
1266,4587,441891,4480688,-3.68552959806417,40.4748417852607
1267,4588,441870,4480613,-3.6857703465955,40.4741623795163
1268,4589,441763,4480517,-3.68701347061398,40.4732969479509
1269,4590,441752,4480701,-3.68716042454187,40.4749544800514
1270,4591,441740,4480643,-3.68730606604881,40.4744297177874
1271,4592,441501,4480820,-3.69013176869009,40.476003509441
1272,4593,441701,4480736,-3.68776831671496,40.4752580743258
1273,4594,441632,4480638,-3.68856889311424,40.4743724124972
1274,4595,441470,4480649,-3.69048133013057,40.4744612006514
1275,4596,441470,4480663,-3.69049271462961,40.474590921575
1276,4597,441465,4480657,-3.69054452834471,40.4745358314962
1277,10032,441257,4481178,-3.69305151728596,40.4792140661448
1278,4598,441755,4481245,-3.6871837480363,40.479850976777
1279,4599,441756,4481230,-3.68716908916611,40.4797196382788
1280,4600,441683,4481245,-3.68803235831855,40.4798480031983
1281,4601,441658,4481247,-3.68832903561914,40.479863651573
1282,4602,441617,4481264,-3.68881431722096,40.4800156000721
1283,4603,441519,4481178,-3.6899606889723,40.4792355818338
1284,4604,441494,4481185,-3.69024799579346,40.4792969978521
1285,4605,441482,4480922,-3.69037293954799,40.4769234649978
1286,4606,441490,4480925,-3.69028052494998,40.4769499886016
1287,4607,441511,4480868,-3.69002843133123,40.4764388868125
1288,4608,442093,4481385,-3.68320747398592,40.4811339929901
1289,4609,442103,4481284,-3.68307321147472,40.4802237299584
1290,4610,441959,4481309,-3.6847772029268,40.4804444138367
1291,4611,442017,4480986,-3.68406008336388,40.4775343997562
1292,4612,442041,4480861,-3.6837756021997,40.4764115370972
1293,4614,441973,4480725,-3.68455617622615,40.475180467823
1294,4615,442010,4480558,-3.68411412447116,40.4736812210951
1295,4616,441875,4480469,-3.68569496569954,40.4728714181166
1296,4617,441828,4480594,-3.68626091678775,40.4739924896871
1297,4618,441779,4480093,-3.68678634479909,40.4694792452679
1298,4619,441808,4479894,-3.68643145768592,40.4676857459553
1299,4620,441703,4479903,-3.68766632800167,40.4677607907346
1300,4621,441970,4480290,-3.68455194292904,40.4712590562777
1301,4622,441987,4480166,-3.68434195037355,40.4701464028238
1302,3591,441862,4480127,-3.68581540976542,40.4697884922993
1303,3592,441857,4480133,-3.68587563050334,40.4698441650879
1304,10033,441184,4481459,-3.69393227665015,40.4817379369335
1305,7142,440976,4481224,-3.69636838177049,40.4796041517934
1306,7141,440949,4481193,-3.69668824484839,40.4793301854674
1307,4623,442510,4477005,-3.67789017173729,40.4417051748439
1308,3739,442591,4477054,-3.6769322495263,40.4421554739546
1309,3740,442651,4477106,-3.67623068963605,40.4426282083415
1310,4624,442753,4476984,-3.6750169579359,40.4415370692389
1311,3741,442738,4477183,-3.67522135516729,40.4433295875397
1312,4625,442723,4477174,-3.67539009059884,40.4432462736602
1313,4626,442890,4477326,-3.67344033467796,40.4446271128128
1314,3474,442941,4477372,-3.672836592246,40.4450408643561
1315,4627,443156,4477544,-3.67032484395826,40.4466050210097
1316,4628,443109,4477508,-3.67087057728216,40.4462785631754
1317,4629,443238,4477621,-3.66935595414083,40.4473037533087
1318,4630,443293,4477683,-3.66871302936971,40.4478712157494
1319,4631,443373,4477740,-3.66778011055362,40.448384411949
1320,4632,443420,4477778,-3.66722583782576,40.4487303576025
1321,4633,443519,4477762,-3.66605381228616,40.4485954142801
1322,4634,443299,4477065,-3.66859084395024,40.4423057444188
1323,4635,443446,4477065,-3.66685265393318,40.4423172595487
1324,4636,443522,4477146,-3.66597275198828,40.4430451722562
1325,4637,443404,4477254,-3.66736795678912,40.4440102480855
1326,3398,443424,4477292,-3.66713185994914,40.44436008528
1327,3399,443427,4477357,-3.66710632591114,40.444941755872
1328,3400,443328,4477411,-3.66828565276978,40.4454237460533
1329,4638,443454,4477437,-3.66679949178206,40.44566099861
1330,9968,442917,4477348,-3.67311552133679,40.4448230441729
1331,4639,443478,4477547,-3.6665189380389,40.4466585948819
1332,10040,443480,4477606,-3.66650755007795,40.4471859772844
1333,10039,443373,4477616,-3.66776584848567,40.4472699928386
1334,4640,443422,4477519,-3.6671793902693,40.4464017503854
1335,4641,443280,4477899,-3.66888728219229,40.4498128358448
1336,4642,443391,4478108,-3.66759572292809,40.4517070610423
1337,4643,443428,4477933,-3.66714373730082,40.4501278503568
1338,3689,443383,4477282,-3.66761867448004,40.4442645210507
1339,3690,442956,4477798,-3.67269574807845,40.4488856803171
1340,4644,442770,4477775,-3.67489477627585,40.4486663729245
1341,4645,442846,4477827,-3.67400323644861,40.4491335928162
1342,10041,443375,4477211,-3.6677093425012,40.4436246796514
1343,4647,443290,4477301,-3.66872348314568,40.444423995854
1344,10042,443285,4477207,-3.66876952157519,40.4435827337225
